# Results for all face-on DUVET galaxies (Reichardt Chu+2024)
# Read in with Python using: numpy.genfromtxt(filename, delimiter=',', skip_header=24, names=True, dtype=None,encoding=None)
# Table Columns:
#     'gal_name' - galaxy name
#     'sigma_sfr' - star formation rate surface density [M_sun/yr/kpc^2]
#     'sigma_sfr_err' - star formation rate surface density error [M_sun/yr/kpc^2]
#     'sigma_star' - stellar mass surface density [M_sun/pc^2]
#     'sigma_star_err' - stellar mass surface density error [M_sun/pc^2]
#     'vout_Hbeta' - outflow velocity from Hbeta [km/s]
#     'vout_Hbeta_err' - outflow velocity from Hbeta error [km/s]
#     'vout_OIII' - outflow velocity from [OIII]5007 [km/s]
#     'vout_OIII_err' - outflow velocity from [OIII]5007 error [km/s]
#     'mout' - outflow mass rate [M_sun/yr]
#     'mout_err' - outflow mass rate error [M_sun/yr]
#     'mout_extcorr' - outflow mass rate extinction corrected [M_sun/yr]
#     'mout_extcorr_err' - outflow mass rate extinction corrected error [M_sun/yr]
#     'sigma_out' - outflow mass flux [M_sun/yr/kpc^2]
#     'sigma_out_err' - outflow mass flux error [M_sun/yr/kpc^2]
#     'sigma_out_extcorr' - outflow mass flux extinction corrected [M_sun/yr/kpc^2]
#     'sigma_out_extcorr_err' - outflow mass flux extinction corrected error [M_sun/yr/kpc^2]
#     'mlf' - mass loading factor
#     'mlf_err' - mass loading factor error
#     'mlf_extcorr' - mass loading factor extinction corrected
#     'mlf_extcorr_err' - mass loading factor extinction corrected error
#                     
# gal_name,sigma_sfr,sigma_sfr_err,sigma_star,sigma_star_err,vout_Hbeta,vout_Hbeta_err,vout_OIII,vout_OIII_err,mout,mout_err,mout_extcorr,mout_extcorr_err,sigma_out,sigma_out_err,sigma_out_extcorr,sigma_out_extcorr_err,mlf,mlf_err,mlf_extcorr,mlf_extcorr_err
IRAS 08339+6517,0.14306727585043835,0.0022270279481435193,10434.433505628927,14320.276660787044,   nan,   nan,211.54276864861023,24.73252179997353,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
IRAS 08339+6517,0.14370803447860933,0.013235633854372915,9888.995642726903,12975.52752272638,   nan,   nan,289.5486833898974,50.4396554975201,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
IRAS 08339+6517,0.17032975196777408,0.006066412692281058,12228.449982671431,16735.921974703724,   nan,   nan,222.3954202814668,35.152330694061504,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
IRAS 08339+6517,0.2108593883234104,0.007460114934460024,14022.465810281861,19151.5672886204,245.78120242135088,51.91512079781923,212.40724910784627,33.92760937992554,0.006331424416210901,0.003575538556468804,0.006706690879344154,0.003787462385875525,0.10608442745772305,0.05990894555178272,0.11237210069972639,0.06345977655431322,0.5031050706407896,0.2846750066604461,0.5329243416345927,0.3015478264035638
IRAS 08339+6517,0.19007374802756427,0.004384696935523462,14637.629947341495,20989.29477346023,   nan,   nan,166.67733791982005,28.444212578183365,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
IRAS 08339+6517,0.3001289954836798,0.019895881212351016,12607.424768049566,16494.959650663266,195.54355749455902,51.738997686615015,   nan,   nan,0.012314524733560973,0.00482499429368211,0.02588271763183534,0.010141192419569596,0.2063326069926615,0.08084385495015872,0.4336707035454727,0.1699179396052046,0.6874797506990001,0.2731918189877433,1.4449477060574594,0.5741956643212275
IRAS 08339+6517,0.19294482129004195,0.01695055442847342,15816.481637892295,21567.212602537078,213.70147361551332,33.12408988312873,183.93523178744624,21.858393331940793,0.028715216401941288,0.007927248664425166,0.02968572740541281,0.008195172191393934,0.4811298518426614,0.13282281846836327,0.49739098004646476,0.137311936886671,2.4936137110381873,0.7224145234315303,2.577892356586072,0.7468305415539129
IRAS 08339+6517,0.4256193968195227,0.011396016620499983,16538.11366844979,23898.883036672963,   nan,   nan,236.54637832705498,85.78355563600014,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan,   nan
IRAS 08339+6517,0.2869986606500588,0.016175486699941153,14509.651564832793,18752.986144127408,254.9798282113189,74.22342683775084,218.6392174836406,68.01864134036813,0.01376484214498719,0.006570701978175792,0.02148073120125351,0.010253912214179645,0.23063299851738478,0.1100935763467998,0.3599144396359986,0.17180658489073347,0.803603048164042,0.3862676296504796,1.2540631333288588,0.602790140044502
IRAS 08339+6517,0.22075393077233027,0.02400535555530163,18584.06237997409,25527.058240002963,215.90995423814303,37.171368653816344,234.07425221347475,57.96637279057592,0.03782885156868688,0.011557518310971434,0.039107383347176956,0.011948136948024888,0.6338308406197454,0.19364879563472848,0.6552529255711748,0.20019369797298162,2.8712097601262325,0.9311231487588271,2.9682503196147185,0.962593058259366
